Source,Target,Weight,Type
stat_achill,stat_theb_6,256,undirected
stat_achill,stat_theb_7,425,undirected
stat_achill,stat_theb_8,94,undirected
stat_achill,stat_theb_9,44,undirected
stat_silv_1,stat_silv_2,624,undirected
stat_silv_1,stat_silv_3,1175,undirected
stat_silv_1,stat_silv_4,841,undirected
stat_silv_1,stat_silv_5,354,undirected
stat_silv_2,stat_silv_1,624,undirected
stat_silv_2,stat_silv_3,271,undirected
stat_silv_2,stat_silv_4,200,undirected
stat_silv_2,stat_silv_5,696,undirected
stat_silv_2,stat_theb_9,1,undirected
stat_silv_3,stat_achill,139,undirected
stat_silv_3,stat_silv_1,1175,undirected
stat_silv_3,stat_silv_2,271,undirected
stat_silv_3,stat_silv_4,711,undirected
stat_silv_3,stat_silv_5,857,undirected
stat_silv_4,stat_silv_1,841,undirected
stat_silv_4,stat_silv_2,200,undirected
stat_silv_4,stat_silv_3,711,undirected
stat_silv_4,stat_silv_5,144,undirected
stat_silv_5,stat_achill,113,undirected
stat_silv_5,stat_silv_1,354,undirected
stat_silv_5,stat_silv_2,696,undirected
stat_silv_5,stat_silv_3,857,undirected
stat_silv_5,stat_silv_4,144,undirected
stat_theb_1,stat_theb_2,600,undirected
stat_theb_1,stat_theb_3,42,undirected
stat_theb_1,stat_theb_4,370,undirected
stat_theb_1,stat_theb_5,364,undirected
stat_theb_10,stat_theb_11,1147,undirected
stat_theb_10,stat_theb_12,319,undirected
stat_theb_10,stat_theb_2,399,undirected
stat_theb_10,stat_theb_3,471,undirected
stat_theb_10,stat_theb_4,72,undirected
stat_theb_10,stat_theb_5,401,undirected
stat_theb_10,stat_theb_6,84,undirected
stat_theb_10,stat_theb_7,248,undirected
stat_theb_10,stat_theb_8,550,undirected
stat_theb_10,stat_theb_9,7,undirected
stat_theb_11,stat_achill,52,undirected
stat_theb_11,stat_theb_10,1147,undirected
stat_theb_11,stat_theb_12,860,undirected
stat_theb_11,stat_theb_2,1,undirected
stat_theb_11,stat_theb_3,17,undirected
stat_theb_11,stat_theb_5,1,undirected
stat_theb_11,stat_theb_7,172,undirected
stat_theb_11,stat_theb_8,100,undirected
stat_theb_11,stat_theb_9,213,undirected
stat_theb_12,stat_achill,50,undirected
stat_theb_12,stat_theb_10,319,undirected
stat_theb_12,stat_theb_11,860,undirected
stat_theb_12,stat_theb_3,86,undirected
stat_theb_12,stat_theb_4,2,undirected
stat_theb_12,stat_theb_6,2,undirected
stat_theb_12,stat_theb_7,23,undirected
stat_theb_12,stat_theb_8,166,undirected
stat_theb_2,stat_theb_1,600,undirected
stat_theb_2,stat_theb_10,399,undirected
stat_theb_2,stat_theb_11,1,undirected
stat_theb_2,stat_theb_3,208,undirected
stat_theb_2,stat_theb_4,146,undirected
stat_theb_2,stat_theb_5,277,undirected
stat_theb_2,stat_theb_8,33,undirected
stat_theb_3,stat_theb_1,42,undirected
stat_theb_3,stat_theb_10,471,undirected
stat_theb_3,stat_theb_11,17,undirected
stat_theb_3,stat_theb_12,86,undirected
stat_theb_3,stat_theb_2,208,undirected
stat_theb_3,stat_theb_4,197,undirected
stat_theb_3,stat_theb_5,869,undirected
stat_theb_3,stat_theb_6,17,undirected
stat_theb_4,stat_achill,63,undirected
stat_theb_4,stat_theb_1,370,undirected
stat_theb_4,stat_theb_10,72,undirected
stat_theb_4,stat_theb_12,2,undirected
stat_theb_4,stat_theb_2,146,undirected
stat_theb_4,stat_theb_3,197,undirected
stat_theb_4,stat_theb_5,1105,undirected
stat_theb_4,stat_theb_6,59,undirected
stat_theb_4,stat_theb_7,335,undirected
stat_theb_4,stat_theb_9,134,undirected
stat_theb_5,stat_theb_1,364,undirected
stat_theb_5,stat_theb_10,401,undirected
stat_theb_5,stat_theb_11,1,undirected
stat_theb_5,stat_theb_2,277,undirected
stat_theb_5,stat_theb_3,869,undirected
stat_theb_5,stat_theb_4,1105,undirected
stat_theb_5,stat_theb_6,58,undirected
stat_theb_6,stat_achill,256,undirected
stat_theb_6,stat_theb_10,84,undirected
stat_theb_6,stat_theb_12,2,undirected
stat_theb_6,stat_theb_3,17,undirected
stat_theb_6,stat_theb_4,59,undirected
stat_theb_6,stat_theb_5,58,undirected
stat_theb_6,stat_theb_7,1007,undirected
stat_theb_6,stat_theb_8,328,undirected
stat_theb_6,stat_theb_9,1033,undirected
stat_theb_7,stat_achill,425,undirected
stat_theb_7,stat_theb_10,248,undirected
stat_theb_7,stat_theb_11,172,undirected
stat_theb_7,stat_theb_12,23,undirected
stat_theb_7,stat_theb_4,335,undirected
stat_theb_7,stat_theb_6,1007,undirected
stat_theb_7,stat_theb_8,773,undirected
stat_theb_7,stat_theb_9,245,undirected
stat_theb_8,stat_achill,94,undirected
stat_theb_8,stat_theb_10,550,undirected
stat_theb_8,stat_theb_11,100,undirected
stat_theb_8,stat_theb_12,166,undirected
stat_theb_8,stat_theb_2,33,undirected
stat_theb_8,stat_theb_6,328,undirected
stat_theb_8,stat_theb_7,773,undirected
stat_theb_8,stat_theb_9,517,undirected
stat_theb_9,stat_achill,44,undirected
stat_theb_9,stat_silv_2,1,undirected
stat_theb_9,stat_theb_10,7,undirected
stat_theb_9,stat_theb_11,213,undirected
stat_theb_9,stat_theb_4,134,undirected
stat_theb_9,stat_theb_6,1033,undirected
stat_theb_9,stat_theb_7,245,undirected
stat_theb_9,stat_theb_8,517,undirected
